mp_id,clean_formula,band_gap_dft,density,crystal_system,band_gap_exp,delta_eg
mp-769396,Y2Ge2O7,2.9452000000000003,5.920503133880767,Cubic,0.0,-2.9452000000000003
mp-1195363,Rb3Bi2Br9,3.2176,4.309888101187422,Monoclinic,2.62,-0.5975999999999999
mp-601861,RbInS2,2.0972,3.634548209400601,Monoclinic,3.3,1.2027999999999999
mp-1189528,Ca2ScSbO6,3.6317999999999997,4.536639061620849,Monoclinic,3.68,0.048200000000000465
mp-866503,Ca2SnS4,2.3042,2.8822057229914533,Orthorhombic,2.32,0.015800000000000036
mp-3666,LiTaO3,3.7003,7.452082834914814,Trigonal,4.1,0.3996999999999997
mp-1192556,RbInTe3O8,3.0400000000000005,4.942539876966627,Triclinic,3.9,0.8599999999999994
mp-1194625,Rb2Mo3Se3O16,2.6974,3.8875800389044803,Monoclinic,3.1,0.40260000000000007
mp-5955,NaSbF6,4.8826,3.039349922486395,Cubic,3.76,-1.1226000000000003
mp-844,Ca3N2,1.1111,2.634933163204654,Cubic,1.55,0.43890000000000007
mp-973391,LiSiB6,1.6762000000000006,2.3555393810605008,Orthorhombic,2.27,0.5937999999999994
mp-2759927,Ca4Bi6O13,2.1691999999999996,7.195485944755062,Orthorhombic,2.76,0.5908000000000002
mp-6632,Ca5B3O9F,4.236800000000001,2.8905013535729394,Monoclinic,6.53,2.2931999999999997
mp-531826,Li2PtO3,1.9603000000000002,7.686265310802894,Monoclinic,2.3,0.33969999999999967
mp-1198591,RbMoPO6,2.83698854928076,3.5639390693842588,Orthorhombic,2.96,0.12301145071924013
mp-1189383,Li2CdGeS4,2.235934698116427,3.099671324710496,Orthorhombic,3.1,0.8640653018835729
mp-1201687,RbNb3(TeO6)2,2.4039,4.818111377682108,Orthorhombic,3.49,1.0861
mp-30031,CaI2,3.8983,3.810445052054904,Trigonal,5.98,2.0817000000000005
mp-1188784,Li2CdSnS4,1.9346545269162678,3.31329610203015,Orthorhombic,3.26,1.325345473083732
mp-18835,VPO4,1.8346999999999998,3.7579271900754843,Orthorhombic,0.0,-1.8346999999999998
mp-558917,LiMoIO6,2.2334,4.157636343235878,Monoclinic,2.8,0.5665999999999998
mp-5795,CaMg2N2,1.9919000000000002,2.952859400261945,Trigonal,3.25,1.2580999999999998
mp-1106218,Sr2ScSbO6,3.5074,5.389964212793931,Monoclinic,3.57,0.06259999999999977
mp-4438,CaSnO3,2.3327,5.520396794555522,Orthorhombic,4.4,2.0673000000000004
mp-754656,LiMnO2,1.1872999999999996,4.2431690975495275,Monoclinic,0.0,-1.1872999999999996
mp-17945,RbPSe6,1.8607999999999998,4.00412423389242,Orthorhombic,2.18,0.3192000000000004
mp-9028,PrBN2,2.1010000000000004,5.921697984004394,Trigonal,4.0,1.8989999999999996
mp-31924,LiMnP2O7,1.2249999999999999,3.14403458381199,Monoclinic,0.0,-1.2249999999999999
mp-1189259,RbSbSe2,1.5390000000000001,4.470102613497316,Triclinic,1.62,0.08099999999999996
mp-1190388,Na2Ga2GeS6,2.6215,2.789246227264336,Orthorhombic,3.29,0.6684999999999999
mp-3762,VCu3S4,1.0358000000000005,3.9661354585107778,Cubic,1.0,-0.0358000000000005
mp-4452,Cd(GaS2)2,2.12,3.94633238195508,Tetragonal,3.4,1.2799999999999998
mp-28914,Cd4P2Br3,1.3992999999999998,5.114675492739633,Cubic,2.19,0.7907000000000002
mp-22881,CdCl2,3.5244,3.8693360772742498,Trigonal,5.7,2.1756
mp-568722,CdBr2,2.8528000000000002,4.887249841734953,Trigonal,4.47,1.6171999999999995
mp-241,CdF2,2.8987,6.340854978788501,Cubic,6.0,3.1013
mp-1190145,Na2In2GeS6,2.1906999999999996,3.085152911406138,Monoclinic,3.17,0.9793000000000003
mp-1190429,Na2In2GeSe6,1.3695,4.094656633720095,Monoclinic,2.47,1.1005000000000003
mp-1190138,Na2In2SiS6,2.2375,2.986415666544774,Monoclinic,3.27,1.0325000000000002
mp-570437,CdI2,2.3367,5.33992125742821,Trigonal,3.8,1.4632999999999998
mp-3349,Sr3Ti2O7,1.8385999999999996,5.022340123883455,Tetragonal,3.26,1.4214000000000002
mp-5532,Sr2TiO4,1.9149000000000003,4.987146516515572,Tetragonal,3.41,1.4950999999999999
mp-37906,LiMgN,2.2706999999999997,2.4675929016936013,Cubic,3.2,0.9293000000000005
mp-12558,LiMgAs,1.3738000000000001,3.0224638409455897,Cubic,0.7,-0.6738000000000002
mp-1194849,Na3MoO4F,4.535520510917721,2.927987404898989,Orthorhombic,4.77,0.234479489082279
mp-20194,CeO2,2.0035,6.994759113436836,Cubic,3.41,1.4065000000000003
mp-1188392,LiInS2,2.1957600466486826,3.3779282827412462,Orthorhombic,3.56,1.3642399533513174
mp-20187,LiInSe2,1.5731,4.414420049074135,Tetragonal,2.83,1.2569000000000001
mp-18855,Co2Te3O8,2.4752,5.578240049228744,Monoclinic,3.6,1.1248
mp-1204836,RbTa3(TeO6)2,2.8998,6.623992784465059,Orthorhombic,3.88,0.9802
mp-20782,LiInTe2,1.3847,4.7046050396064825,Tetragonal,1.46,0.07529999999999992
mp-973966,LiIn(IO3)4,3.0613000000000006,4.7994626000742375,Triclinic,4.27,1.208699999999999
mp-10782,RbTbSe2,1.9306999999999999,5.405723548478854,Trigonal,2.5,0.5693000000000001
mp-1216962,V3Bi(PbO4)3,2.6886075146642003,5.875469861943786,Monoclinic,2.5,-0.18860751466420034
mp-5048,LiGaTe2,1.5885000000000002,4.598910544661296,Tetragonal,2.31,0.7214999999999998
mp-1226003,CoPS,1.1231,5.14034020155294,Cubic,0.4,-0.7231
mp-1048867,V2ZnO4,1.3646999999999996,4.84753175603675,Trigonal,0.0,-1.3646999999999996
mp-5854,LiGaO2,3.1981,4.203040449421721,Orthorhombic,5.6,2.4018999999999995
mp-1203641,V2Pb4(Se2O7)3,2.3938133237632746,5.426534778705022,Orthorhombic,3.37,0.9761866762367255
mp-554700,V2Zn3TeO10,2.8511,4.23209149396811,Monoclinic,2.96,0.10889999999999977
mp-15998,RbV(CuS2)2,1.1080999999999999,3.4510612102209683,Orthorhombic,1.45,0.3419000000000001
mp-1194706,RbY(TeO3)2,3.1745214622454467,4.6027266369179785,Orthorhombic,3.6,0.42547853775455335
mp-1078258,Cs2AgBiCl6,1.8663,4.185373906689668,Cubic,2.77,0.9037
mp-19146,CrPbO4,2.0522,6.105820652298429,Monoclinic,2.25,0.19779999999999998
mp-1019602,Cs2Al2B2O7,4.2490000000000006,3.470986093321443,Monoclinic,4.13,-0.11900000000000066
mp-567386,Cs2Cd3Te4,1.5586999999999998,5.208601388042287,Orthorhombic,2.48,0.9213000000000002
mp-557436,NaNb2PS10,1.3287385659975768,2.645003874479318,Monoclinic,1.72,0.3912614340024232
mp-1195667,Cs2MgGe3Se8,1.4672,3.998287024066768,Orthorhombic,2.04,0.5728
mp-1195633,Cs2MgSn3Se8,1.4299,3.9823937416482655,Orthorhombic,1.92,0.4901
mp-558211,Cs2NaCoF6,2.801,4.414682130449287,Trigonal,0.0,-2.801
mp-15223,Cs2NbCuSe4,1.6350999999999998,4.31104593221298,Orthorhombic,2.19,0.5549000000000002
mp-31285,Cs2PdSe8,1.4878000000000002,4.372583634843062,Tetragonal,1.5,0.012199999999999767
mp-1226151,Cs2SiB4O9,4.798571170378892,3.4026518065126066,Monoclinic,6.53,1.731428829621108
mp-1195304,Cs2Sn3(SbS5)2,1.8595000000000002,3.754630645026731,Monoclinic,2.34,0.4804999999999997
mp-573763,Cs2Te,1.7768,4.077192027254457,Orthorhombic,3.5,1.7232
mp-23405,Cs2TeBr6,2.1118,4.262190091930622,Cubic,2.12,0.008199999999999985
mp-540957,Cs2TeI6,1.3937,4.5926716332221025,Cubic,1.5,0.10630000000000006
mp-10488,Cs2Ti(AgS2)2,1.6053000000000002,4.178013152777759,Tetragonal,2.44,0.8346999999999998
mp-8684,Cs2VAgS4,1.3867,3.493969481725213,Orthorhombic,1.77,0.3833
mp-1194749,Cs2ZnGe3Se8,1.3992,4.048113425904469,Orthorhombic,2.31,0.9108
mp-1194701,Cs2ZnSn3Se8,1.2553000000000003,4.250306894866579,Orthorhombic,2.12,0.8646999999999998
mp-669458,Cs3Bi2I9,2.6104000000000003,4.773291680293002,Monoclinic,1.8,-0.8104000000000002
mp-27544,Cs3Bi2Br9,2.5982999999999996,4.6106176839347395,Trigonal,2.5,-0.09829999999999961
mp-1019615,Cs3Li4(BO2)7,4.5217,3.110218003798992,Trigonal,6.53,2.0083
mp-7469,NaCuO,1.2686,3.8377160007877644,Tetragonal,0.0,-1.2686
mp-579560,Cs3Sb2Br9,1.9801,4.180171254834552,Trigonal,2.3,0.31989999999999985
mp-23029,Cs3Sb2I9,1.8679000000000001,4.4593042391721465,Hexagonal,1.89,0.022099999999999786
mp-1201443,Cs3Nb9(TeO8)4,1.4336000000000002,4.835179145095748,Orthorhombic,3.22,1.7864
mp-1202502,Cs4Ge5(PbS4)4,2.298,4.052397467542565,Orthorhombic,1.95,-0.3480000000000001
mp-1204289,Cs4BiAs3Se7,1.4702,4.273373869153464,Monoclinic,1.02,-0.45019999999999993
mp-1195417,Cs4Ge(PSe3)4,1.3829,3.646212921385025,Orthorhombic,2.0,0.6171
mp-15221,Rb2NbCuS4,1.9741000000000002,3.2074925859743257,Orthorhombic,2.64,0.6658999999999999
mp-15222,Rb2NbCuSe4,1.6382999999999999,4.098099140740481,Orthorhombic,2.19,0.5517000000000001
mp-680246,Cs4Zr3S14,1.7154,3.3322903656344365,Monoclinic,2.35,0.6346
mp-866615,CsAg2AsS3,1.6564786860377902,4.343555023774832,Monoclinic,2.7,1.04352131396221
mp-17964,Na2Ge2Se5,1.4022999999999999,3.9788507090143197,Orthorhombic,2.38,0.9777
mp-2667,CsAu,1.0232999999999999,6.972598533795591,Cubic,2.3,1.2767
mp-3977,CsB3O5,5.305300000000001,3.323667764237332,Orthorhombic,7.42,2.114699999999999
mp-541378,CsBiS2,1.5402999999999998,4.858672452570119,Monoclinic,1.39,-0.15029999999999988
mp-1196438,CsCu2AsS3,1.353672754911432,4.182496623862326,Orthorhombic,2.3,0.9463272450885678
mp-1191636,CsCdBO3,1.6461999999999999,4.526663480293063,Cubic,2.58,0.9338000000000002
mp-1784,CsF,5.2626,4.6425917609252725,Cubic,10.0,4.7374
mp-7155,CsErZnSe3,2.1566,5.393311556738807,Orthorhombic,2.56,0.4034
mp-562726,CsGaS3,2.4691,3.3267585013270358,Monoclinic,3.0,0.5308999999999999
mp-1228884,CsH3(SeO3)2,4.1517,3.5261380165147123,Triclinic,4.77,0.6182999999999996
mp-1200720,CsInSe2,2.1824,4.6291286952316835,Monoclinic,2.81,0.6276000000000002
mp-559459,CsInS2,2.1704,3.995907586592544,Monoclinic,3.4,1.2296
mp-1199743,CsInTe2,1.8532000000000002,4.6832081157843986,Monoclinic,2.16,0.30679999999999996
mp-1192413,CsInTe3O8,3.0751999999999997,5.05564063383743,Triclinic,3.9,0.8248000000000002
